지점,일시,고도,기압,기온,이슬점온도,풍속,풍향
47827,2020-09-23 00:00,7570,400,-13.5,-21.5,27,250
47827,2020-09-23 00:00,,405,11,10,,
47827,2020-09-23 00:00,,416,12,11.2,,
47827,2020-09-23 00:00,,434,-8.5,-9.7,,
47827,2020-09-23 00:00,,450,-10.5,-11.7,,
47827,2020-09-23 00:00,,454,-59.3,,,
47827,2020-09-23 00:00,,463,-6.1,-14.1,,
47827,2020-09-23 00:00,,467,11,9.8,,
47827,2020-09-23 00:00,,489,-4.1,-10.1,,
47827,2020-09-23 00:00,,491,-13.5,-14.7,,
47827,2020-09-23 00:00,5840,500,-3.1,-9.1,31,270
47827,2020-09-23 00:00,,511,8,7.4,,
47827,2020-09-23 00:00,,513,-1.5,-13.5,,
47827,2020-09-23 00:00,,521,14,13.4,,
47827,2020-09-23 00:00,,542,-13.5,-14.1,,
47827,2020-09-23 00:00,,547,.6,-5.4,,
47827,2020-09-23 00:00,,554,24,23.6,,
47827,2020-09-23 00:00,,559,-65.3,,,
47827,2020-09-23 00:00,,565,-1.3,-1.3,,
47827,2020-09-23 00:00,,568,-20.5,-21.5,,
47827,2020-09-23 00:00,,577,27,24.1,,
47827,2020-09-23 00:00,,611,-18.5,-19.7,,
47827,2020-09-23 00:00,,633,-22.5,-23.5,,
47827,2020-09-23 00:00,,638,3.8,-11.2,,
47827,2020-09-23 00:00,,657,-16.5,-17.3,,
47827,2020-09-23 00:00,,661,-20.5,-21.5,,
47827,2020-09-23 00:00,,666,5.4,-2.6,,
47827,2020-09-23 00:00,,671,4.8,3.7,,
47827,2020-09-23 00:00,,675,-67.9,,,
47827,2020-09-23 00:00,,681,3,2,,
47827,2020-09-23 00:00,,691,-17.5,-18.5,,
47827,2020-09-23 00:00,2128,700,6.8,6.8,8,175
47827,2020-09-23 00:00,,706,-31.5,-33.6,,
47827,2020-09-23 00:00,,715,-19.5,-20.1,,
47827,2020-09-23 00:00,,726,-72.9,,,
47827,2020-09-23 00:00,,744,28,26.3,,
47827,2020-09-23 00:00,,747,19,18.6,,
47827,2020-09-23 00:00,,781,-5.5,-5.7,,
47827,2020-09-23 00:00,,801,14,8,,
47827,2020-09-23 00:00,,815,14,5,,
47827,2020-09-23 00:00,,817,18,17.4,,
47827,2020-09-23 00:00,,831,-20.5,-20.9,,
47827,2020-09-23 00:00,,839,-3.5,-4.5,,
47827,2020-09-23 00:00,,846,28,27.4,,
47827,2020-09-23 00:00,,848,15.2,12.3,,
47827,2020-09-23 00:00,1497,850,15.2,12.9,8,50
47827,2020-09-23 00:00,,876,9,8.2,,
47827,2020-09-23 00:00,,892,-30.5,-32.4,,
47827,2020-09-23 00:00,,906,6,5.4,,
47827,2020-09-23 00:00,,915,18.2,15.1,,
47827,2020-09-23 00:00,774,925,18.8,15.3,4,60
47827,2020-09-23 00:00,,942,8,7.2,,
47827,2020-09-23 00:00,,944,-27.5,-29.4,,
47827,2020-09-23 00:00,,981,-6.5,-7.1,,
47827,2020-09-23 00:00,,999,-28.5,-31.2,,
47827,2020-09-23 00:00,98,1000,23.2,17.2,2,60
47827,2020-09-23 00:00,,1006,0,0,,
47827,2020-09-23 00:00,,1007,24.4,18.4,1,180
47909,2020-09-23 00:00,,-998,,,17,295
47909,2020-09-23 00:00,26580,20,-49.7,,27,75
47909,2020-09-23 00:00,23980,30,-57.3,,25,85
47909,2020-09-23 00:00,20770,50,-61.7,,21,110
47909,2020-09-23 00:00,18740,70,-70.1,,6,25
47909,2020-09-23 00:00,16670,100,-77.3,,19,310
47909,2020-09-23 00:00,,102,,,,
47909,2020-09-23 00:00,,108,27,26.2,,
47909,2020-09-23 00:00,,113,-17.5,-19.1,,
47909,2020-09-23 00:00,,114,-29.5,-30.1,,
47909,2020-09-23 00:00,,115,-74.1,,,
47909,2020-09-23 00:00,,120,-16.5,-18.4,,
47909,2020-09-23 00:00,,123,16,14.3,,
47909,2020-09-23 00:00,,127,25,24,,
47909,2020-09-23 00:00,,129,-12.5,-14.6,,
47909,2020-09-23 00:00,,141,-9.5,-12.4,,
47909,2020-09-23 00:00,,147,-8.5,-11.2,,
47909,2020-09-23 00:00,14280,150,-64.5,,17,250
47909,2020-09-23 00:00,,157,9,5.9,,
47909,2020-09-23 00:00,,161,8,4.7,,
47909,2020-09-23 00:00,,166,-7.5,-10.6,,
47909,2020-09-23 00:00,,169,-27.5,-28.9,,
47909,2020-09-23 00:00,,177,-8.5,-11.2,,
47909,2020-09-23 00:00,,178,-8.5,-11.2,,
47909,2020-09-23 00:00,,186,31,29.1,,
47909,2020-09-23 00:00,,189,7,4.1,,
47909,2020-09-23 00:00,,190,7,4.1,,
47909,2020-09-23 00:00,,196,-30.5,-31.9,,
47909,2020-09-23 00:00,12470,200,-51.3,,14,290
47909,2020-09-23 00:00,,206,-49.7,,,
47909,2020-09-23 00:00,,214,-50.3,,,
47909,2020-09-23 00:00,,217,-25.5,-26.1,,
47909,2020-09-23 00:00,,229,-1.5,-1.7,,
47909,2020-09-23 00:00,,243,-55.1,,,
47909,2020-09-23 00:00,10099,250,-40.1,,2,265
47909,2020-09-23 00:00,,257,-25.5,-25.9,,
47909,2020-09-23 00:00,,272,-19.5,-20.1,,
47909,2020-09-23 00:00,,274,-10.5,-12.8,,
47909,2020-09-23 00:00,,288,-21.5,-22.3,,
47909,2020-09-23 00:00,,291,-8.5,-11,,
47909,2020-09-23 00:00,9720,300,-29.1,-42.1,12,225
47909,2020-09-23 00:00,,304,-28.5,-41.5,,
47909,2020-09-23 00:00,,331,-23.5,-34.5,,
47909,2020-09-23 00:00,,370,11,9.3,,
47909,2020-09-23 00:00,,371,-28.5,-29.3,,
47909,2020-09-23 00:00,,379,-16.1,-27.1,,
47909,2020-09-23 00:00,,385,-23.5,-23.9,,
47909,2020-09-23 00:00,,392,10,8.1,,
47909,2020-09-23 00:00,7600,400,-13.5,-22.5,10,250
47909,2020-09-23 00:00,,415,-11.5,-12.7,,
47909,2020-09-23 00:00,,437,-28.5,-30.1,,
47909,2020-09-23 00:00,,441,-9.5,-17.5,,
47909,2020-09-23 00:00,,458,-60.9,,,
47909,2020-09-23 00:00,,462,13,11.4,,
47909,2020-09-23 00:00,,485,-3.3,-16.3,,
47909,2020-09-23 00:00,5860,500,-1.7,-11.7,16,305
47909,2020-09-23 00:00,,501,-30.5,-32.1,,
47909,2020-09-23 00:00,,506,-1.1,-11.1,,
47909,2020-09-23 00:00,,522,27,25.1,,
47909,2020-09-23 00:00,,540,.4,-5.6,,
47909,2020-09-23 00:00,,549,-9.5,-10.9,,
47909,2020-09-23 00:00,,550,-.1,-3.8,,
47909,2020-09-23 00:00,,563,-66.9,,,
47909,2020-09-23 00:00,,568,26,24.1,,
47909,2020-09-23 00:00,,572,2.2,-4.8,,
47909,2020-09-23 00:00,,578,14,13,,
47909,2020-09-23 00:00,,604,4.8,-1.2,,
47909,2020-09-23 00:00,,611,-12.5,-14.4,,
47909,2020-09-23 00:00,,617,-26.5,-27.7,,
47909,2020-09-23 00:00,,642,-29.5,-30.9,,
47909,2020-09-23 00:00,,645,11,9.8,,
47909,2020-09-23 00:00,,648,7.2,2.5,,
47909,2020-09-23 00:00,,668,-29.5,-30.9,,
47909,2020-09-23 00:00,,678,5,4.2,,
47909,2020-09-23 00:00,,695,27,25.8,,
47909,2020-09-23 00:00,2127,700,10,4,12,275
47909,2020-09-23 00:00,,702,3,2.4,,
47909,2020-09-23 00:00,,729,11.8,2.8,,
47909,2020-09-23 00:00,,733,12.2,-20.8,,
47909,2020-09-23 00:00,,738,12.6,-16.4,,
47909,2020-09-23 00:00,,740,-8.5,-9.1,,
47909,2020-09-23 00:00,,741,-8.5,-9.1,,
47909,2020-09-23 00:00,,744,30,29,,
47909,2020-09-23 00:00,,745,-69.7,,,
47909,2020-09-23 00:00,,747,-70.1,,,
47909,2020-09-23 00:00,,751,11.2,9,,
47909,2020-09-23 00:00,,764,-76.3,,,
47909,2020-09-23 00:00,,765,27,26.4,,
47909,2020-09-23 00:00,,781,-11.5,-12.7,,
47909,2020-09-23 00:00,,782,-11.5,-12.7,,
47909,2020-09-23 00:00,,802,15,11.5,,
47909,2020-09-23 00:00,,808,9,8.8,,
47909,2020-09-23 00:00,,825,-7.5,-8.5,,
47909,2020-09-23 00:00,,834,15.2,11.9,,
47909,2020-09-23 00:00,,839,9,8.6,,
47909,2020-09-23 00:00,1496,850,16,13,8,80
47909,2020-09-23 00:00,,877,5,3.6,,
47909,2020-09-23 00:00,,898,-73.5,,,
47909,2020-09-23 00:00,,920,36,33.7,,
47909,2020-09-23 00:00,770,925,21,16.9,14,55
47909,2020-09-23 00:00,,939,5,3.4,,
47909,2020-09-23 00:00,,969,7,5.6,,
47909,2020-09-23 00:00,,972,23.8,21.1,,
47909,2020-09-23 00:00,,975,11,9.8,,
47909,2020-09-23 00:00,,977,7,6.2,,
47909,2020-09-23 00:00,80,1000,,,,
47909,2020-09-23 00:00,,1977,25.2,23.4,8,70
47918,2020-09-23 00:00,,215,-4.5,-5.3,,
47918,2020-09-23 00:00,,223,7,6.6,,
47918,2020-09-23 00:00,,236,6,5.6,,
47918,2020-09-23 00:00,,247,-40.1,-47.1,,
47918,2020-09-23 00:00,,250,-39.9,-45.9,4,325
47918,2020-09-23 00:00,,258,-37.9,-55.9,,
47918,2020-09-23 00:00,,260,-29.5,-30.1,,
47918,2020-09-23 00:00,9740,300,-29.1,-52.1,8,270
47918,2020-09-23 00:00,,301,-28.9,-52.9,,
47918,2020-09-23 00:00,,306,-26.5,-27.3,,
47918,2020-09-23 00:00,,330,-34.5,-35.1,,
47918,2020-09-23 00:00,,348,35,34.4,,
47918,2020-09-23 00:00,,367,-31.5,-31.9,,
47918,2020-09-23 00:00,,386,2,1.6,,
47918,2020-09-23 00:00,7620,400,-14.1,-31.1,2,330
47918,2020-09-23 00:00,,407,-32.5,-33.1,,
47918,2020-09-23 00:00,,425,-30.5,-31.9,,
47918,2020-09-23 00:00,,446,33,32.4,,
47918,2020-09-23 00:00,,448,-8.1,-26.1,,
47918,2020-09-23 00:00,,466,-28.5,-28.9,,
47918,2020-09-23 00:00,,475,-7.3,-15.3,,
47918,2020-09-23 00:00,,495,32,30.8,,
47918,2020-09-23 00:00,5890,500,-4.5,-13.5,12,310
47918,2020-09-23 00:00,,519,31,30,,
47918,2020-09-23 00:00,,548,-33.5,-34.7,,
47918,2020-09-23 00:00,,561,2.2,-5.8,,
47918,2020-09-23 00:00,,578,-32.5,-32.9,,
47918,2020-09-23 00:00,,585,35,34.4,,
47918,2020-09-23 00:00,,597,5,-3,,
47918,2020-09-23 00:00,,644,-33.5,-34.7,,
47918,2020-09-23 00:00,,672,-1.5,-2.3,,
47918,2020-09-23 00:00,2157,700,11.6,5.6,10,345
47918,2020-09-23 00:00,,703,34,33,,
47918,2020-09-23 00:00,,800,36,34.6,,
47918,2020-09-23 00:00,,808,17.4,11.4,,
47918,2020-09-23 00:00,,829,18.6,12.6,,
47918,2020-09-23 00:00,,833,36,35.4,,
47918,2020-09-23 00:00,,839,19.2,7.2,,
47918,2020-09-23 00:00,,846,5,4.6,,
47918,2020-09-23 00:00,1504,850,20,5,2,75
47918,2020-09-23 00:00,,880,0,0,,
47918,2020-09-23 00:00,,892,20.2,13.2,,
47918,2020-09-23 00:00,,916,-3.5,-3.9,,
47918,2020-09-23 00:00,773,925,20.8,16.9,4,25
47918,2020-09-23 00:00,,946,21.6,18.1,,
47918,2020-09-23 00:00,,960,34,33.6,,
47918,2020-09-23 00:00,91,1000,26.2,19.2,2,5
47918,2020-09-23 00:00,,1008,15,14.4,,
47918,2020-09-23 00:00,,1010,27.8,21.8,2,50
47945,2020-09-23 00:00,31120,10,-42.3,,21,110
47945,2020-09-23 00:00,26530,20,-49.5,,29,75
47945,2020-09-23 00:00,23930,30,-57.9,,27,85
47945,2020-09-23 00:00,20750,50,-64.3,,25,90
47945,2020-09-23 00:00,18740,70,-71.7,,12,100
47945,2020-09-23 00:00,,100,-76.1,,19,50
47945,2020-09-23 00:00,,102,-4.5,-6.4,,
47945,2020-09-23 00:00,,104,-8.5,-10.4,,
47945,2020-09-23 00:00,,108,-6.5,-8.4,,
47945,2020-09-23 00:00,,109,9,7.4,,
47945,2020-09-23 00:00,,114,-46.3,,,
47945,2020-09-23 00:00,,115,-11.5,-14.4,,
47945,2020-09-23 00:00,,126,1,-.2,,
47945,2020-09-23 00:00,,132,-9.5,-13.6,,
47945,2020-09-23 00:00,,134,-9.5,-13.4,,
47945,2020-09-23 00:00,,141,-8.5,-11.4,,
47945,2020-09-23 00:00,,143,-8.5,-11.4,,
47945,2020-09-23 00:00,,145,25,24.2,,
47945,2020-09-23 00:00,14300,150,-66.3,,6,190
47945,2020-09-23 00:00,,152,8,4.1,,
47945,2020-09-23 00:00,,158,-12.5,-13.1,,
47945,2020-09-23 00:00,,165,-28.5,-28.7,,
47945,2020-09-23 00:00,,167,7,4.1,,
47945,2020-09-23 00:00,,173,7,4.5,,
47945,2020-09-23 00:00,,175,-35.5,-35.9,,
47945,2020-09-23 00:00,,181,9,5.5,,
47945,2020-09-23 00:00,,187,0,0,,
47945,2020-09-23 00:00,,189,-8.5,-12.4,,
47945,2020-09-23 00:00,,200,-13.5,-13.9,,
47945,2020-09-23 00:00,,213,0,0,,
47945,2020-09-23 00:00,,217,7,4.1,,
47945,2020-09-23 00:00,,227,33,32.8,,
47945,2020-09-23 00:00,,228,8,5.5,,
47945,2020-09-23 00:00,,236,-51.7,,,
47945,2020-09-23 00:00,,239,-33.5,-34.1,,
47945,2020-09-23 00:00,,248,-40.1,-48.1,,
47945,2020-09-23 00:00,10101,250,-39.5,-47.5,8,35
47945,2020-09-23 00:00,,253,-4.5,-5.3,,
47945,2020-09-23 00:00,,254,-55.3,,,
47945,2020-09-23 00:00,,258,10,6.5,,
47945,2020-09-23 00:00,,260,10,6.5,,
47945,2020-09-23 00:00,,269,-6.5,-7.9,,
47945,2020-09-23 00:00,,285,4,3,,
47945,2020-09-23 00:00,,291,8,5.1,,
47945,2020-09-23 00:00,,294,8,5.1,,
47945,2020-09-23 00:00,,297,-6.5,-7.5,,
47945,2020-09-23 00:00,9730,300,-29.1,-37.1,10,65
47945,2020-09-23 00:00,,309,-27.3,-35.3,,
47945,2020-09-23 00:00,,325,8,7.6,,
47945,2020-09-23 00:00,,344,0,0,,
47945,2020-09-23 00:00,,346,-21.5,-29.5,,
47945,2020-09-23 00:00,,363,1,.4,,
47945,2020-09-23 00:00,,375,-17.7,-36.7,,
47945,2020-09-23 00:00,,380,35,34.4,,
47945,2020-09-23 00:00,,381,-17.1,-27.1,,
47945,2020-09-23 00:00,,400,-35.5,-36.1,,
47945,2020-09-23 00:00,,409,-13.1,-31.1,,
47945,2020-09-23 00:00,,430,-31.5,-32.3,,
47945,2020-09-23 00:00,,444,11,9.4,,
47945,2020-09-23 00:00,,445,-63.1,,,
47945,2020-09-23 00:00,,481,-5.5,-16.5,,
47945,2020-09-23 00:00,,497,-9.5,-12.2,,
47945,2020-09-23 00:00,,498,-9.5,-12.2,,
47945,2020-09-23 00:00,5880,500,-2.9,-13.9,12,340
47945,2020-09-23 00:00,,516,-34.5,-35.7,,
47945,2020-09-23 00:00,,548,2.2,-10.8,,
47945,2020-09-23 00:00,,556,9,7.6,,
47945,2020-09-23 00:00,,587,-11.5,-12.7,,
47945,2020-09-23 00:00,,588,-34.5,-35.1,,
47945,2020-09-23 00:00,,616,11,8.9,,
47945,2020-09-23 00:00,,618,31,30.2,,
47945,2020-09-23 00:00,,636,7.4,-1.6,,
47945,2020-09-23 00:00,,643,36,35.4,,
47945,2020-09-23 00:00,,650,8,6.8,,
47945,2020-09-23 00:00,,669,0,0,,
47945,2020-09-23 00:00,,687,10,8.8,,
47945,2020-09-23 00:00,,696,8,7.4,,
47945,2020-09-23 00:00,2141,700,10.8,3.8,6,75
47945,2020-09-23 00:00,,726,9,7.6,,
47945,2020-09-23 00:00,,732,13.2,6.2,,
47945,2020-09-23 00:00,,738,6,5.6,,
47945,2020-09-23 00:00,,747,-73.3,,,
47945,2020-09-23 00:00,,767,-12.5,-12.7,,
47945,2020-09-23 00:00,,780,15.8,11.5,,
47945,2020-09-23 00:00,,797,-5.5,-5.9,,
47945,2020-09-23 00:00,1492,850,18.8,15.5,4,10
47945,2020-09-23 00:00,,859,-4.5,-6.1,,
47945,2020-09-23 00:00,,871,-35.5,-35.9,,
47945,2020-09-23 00:00,,906,-7.5,-8.7,,
47945,2020-09-23 00:00,756,925,22.2,19,8,35
47945,2020-09-23 00:00,,930,22.6,19.2,,
47945,2020-09-23 00:00,,934,22.8,19.3,,
47945,2020-09-23 00:00,,939,21.8,18.7,,
47945,2020-09-23 00:00,,953,-77.1,,,
47945,2020-09-23 00:00,,989,6,5.4,,
47945,2020-09-23 00:00,,998,-3.5,-3.9,,
47945,2020-09-23 00:00,71,1000,27.8,23,8,10
47945,2020-09-23 00:00,,1002,34,33.2,,
47945,2020-09-23 00:00,,1005,36,35.2,,
47945,2020-09-23 00:00,,1006,3,2.3,,
47945,2020-09-23 00:00,,1066,-7.5,-8.9,,
47945,2020-09-23 00:00,,1067,8,6.3,,
47945,2020-09-23 00:00,,1071,5,4.4,,
47945,2020-09-23 00:00,,1074,-6.5,-7.3,,
47945,2020-09-23 00:00,,1085,-2.5,-3.1,,
47945,2020-09-23 00:00,,1091,8,7.2,,
47945,2020-09-23 00:00,,1097,11,9.3,,
47971,2020-09-23 00:00,20790,50,-63.9,,17,75
47971,2020-09-23 00:00,18760,70,-71.3,,10,95
47971,2020-09-23 00:00,16680,100,-5.5,-6.9,,
47971,2020-09-23 00:00,,106,,,,
47971,2020-09-23 00:00,,120,11,9.8,,
47971,2020-09-23 00:00,,126,16,15.4,,
47971,2020-09-23 00:00,,132,-25.5,-26.1,,
47971,2020-09-23 00:00,,136,30,28.8,,
47971,2020-09-23 00:00,,147,-35.5,-36.9,,
47971,2020-09-23 00:00,14320,150,-67.1,,16,5
47971,2020-09-23 00:00,,159,2,.3,,
47971,2020-09-23 00:00,,195,-1.5,-2.5,,
47971,2020-09-23 00:00,12520,200,-51.9,,8,5
47971,2020-09-23 00:00,,204,-35.5,-35.9,,
47971,2020-09-23 00:00,,215,16,15.6,,
47971,2020-09-23 00:00,,216,-17.5,-18.1,,
47971,2020-09-23 00:00,,244,-40.1,-57.1,,
47971,2020-09-23 00:00,10103,250,-38.3,-57.3,23,160
47971,2020-09-23 00:00,,254,-16.5,-18.8,,
47971,2020-09-23 00:00,,285,-16.5,-18.1,,
47971,2020-09-23 00:00,9750,300,-28.1,-54.1,10,130
47971,2020-09-23 00:00,,301,-12.5,-13.3,,
47971,2020-09-23 00:00,,336,-22.5,-47.5,,
47971,2020-09-23 00:00,,340,11,10.2,,
47971,2020-09-23 00:00,,353,18,17.4,,
47971,2020-09-23 00:00,,356,-20.9,-38.9,,
47971,2020-09-23 00:00,,371,22,20.4,,
47971,2020-09-23 00:00,,390,21,19.3,,
47971,2020-09-23 00:00,,396,-14.7,-32.7,,
47971,2020-09-23 00:00,7630,400,-14.3,-30.3,17,215
47971,2020-09-23 00:00,,409,-22.5,-24.4,,
47971,2020-09-23 00:00,,432,9,7.1,,
47971,2020-09-23 00:00,,453,-8.3,-26.3,,
47971,2020-09-23 00:00,,465,-9.5,-11.6,,
47971,2020-09-23 00:00,,467,19,17.8,,
47971,2020-09-23 00:00,,496,-7.5,-9.2,,
47971,2020-09-23 00:00,,498,-3.9,-26.9,,
47971,2020-09-23 00:00,5900,500,-3.9,-25.9,14,195
47971,2020-09-23 00:00,,519,-10.5,-12.8,,
47971,2020-09-23 00:00,,534,-18.5,-19.9,,
47971,2020-09-23 00:00,,547,-8.5,-11,,
47971,2020-09-23 00:00,,586,-66.5,,,
47971,2020-09-23 00:00,,610,2,1,,
47971,2020-09-23 00:00,2158,700,12,-2,16,190
47971,2020-09-23 00:00,,725,-72.7,,,
47971,2020-09-23 00:00,,763,15,13.6,,
47971,2020-09-23 00:00,,801,-19.5,-21.4,,
47971,2020-09-23 00:00,,813,-11.5,-13.2,,
47971,2020-09-23 00:00,1511,850,19.6,12.6,17,195
47971,2020-09-23 00:00,,874,-10.5,-11.9,,
47971,2020-09-23 00:00,,890,-74.3,,,
47971,2020-09-23 00:00,777,925,23.6,16.6,17,190
47971,2020-09-23 00:00,,940,23.8,19.3,,
47971,2020-09-23 00:00,,945,5,3.6,,
47971,2020-09-23 00:00,89,1000,28.6,22.6,12,180
47971,2020-09-23 00:00,,1007,18,17.2,,
47971,2020-09-23 00:00,,1008,-16.5,-17.1,,
47971,2020-09-23 00:00,,1009,-18.5,-18.9,,
47971,2020-09-23 00:00,,1010,17,16.1,,
47991,2020-09-23 00:00,31130,10,-43.7,,27,135
47991,2020-09-23 00:00,26510,20,-50.7,,29,90
47991,2020-09-23 00:00,23920,30,-57.7,,27,55
47991,2020-09-23 00:00,20750,50,-66.5,,31,85
47991,2020-09-23 00:00,18730,70,-70.5,,17,80
47991,2020-09-23 00:00,16650,100,-73.5,,19,35
47991,2020-09-23 00:00,,103,-3.5,-5.2,,
47991,2020-09-23 00:00,,108,-13.5,-17,,
47991,2020-09-23 00:00,,111,-6.5,-8.8,,
47991,2020-09-23 00:00,,113,-73.5,,,
47991,2020-09-23 00:00,,119,-42.1,,,
47991,2020-09-23 00:00,,131,2,-.7,,
47991,2020-09-23 00:00,,142,36,34.6,,
47991,2020-09-23 00:00,,144,-47.3,,,
47991,2020-09-23 00:00,,146,-10.5,-15.2,,
47991,2020-09-23 00:00,14260,150,-68.5,,4,280
47991,2020-09-23 00:00,,158,21,20.4,,
47991,2020-09-23 00:00,,162,20,19.6,,
47991,2020-09-23 00:00,,170,8,4.3,,
47991,2020-09-23 00:00,,173,-5.5,-5.9,,
47991,2020-09-23 00:00,,176,-46.5,,,
47991,2020-09-23 00:00,,186,-8.5,-9.1,,
47991,2020-09-23 00:00,,189,-49.7,,,
47991,2020-09-23 00:00,,196,2,1,,
47991,2020-09-23 00:00,12470,200,-53.1,,12,5
47991,2020-09-23 00:00,,229,-35.5,-37.4,,
47991,2020-09-23 00:00,,244,-1.5,-2.9,,
47991,2020-09-23 00:00,,245,-9.5,-12.2,,
47991,2020-09-23 00:00,10100,250,-40.5,,12,5
47991,2020-09-23 00:00,,252,-53.5,,,
47991,2020-09-23 00:00,,265,-37.3,-42.3,,
47991,2020-09-23 00:00,,283,-34.3,-52.3,,
47991,2020-09-23 00:00,,284,5,1.7,,
47991,2020-09-23 00:00,,287,31,29.1,,
47991,2020-09-23 00:00,9730,300,-30.7,-50.7,17,310
47991,2020-09-23 00:00,,304,-31.5,-33.1,,
47991,2020-09-23 00:00,,305,6,3.5,,
47991,2020-09-23 00:00,,320,29,27.6,,
47991,2020-09-23 00:00,,333,31,29.8,,
47991,2020-09-23 00:00,,360,-30.5,-31.5,,
47991,2020-09-23 00:00,,370,10,7.1,,
47991,2020-09-23 00:00,,381,27,26,,
47991,2020-09-23 00:00,,388,29,28.2,,
47991,2020-09-23 00:00,,397,-13.5,-37.5,,
47991,2020-09-23 00:00,,399,29,28.6,,
47991,2020-09-23 00:00,7610,400,-12.9,-37.9,4,285
47991,2020-09-23 00:00,,405,-12.7,-37.7,,
47991,2020-09-23 00:00,,406,31,30.4,,
47991,2020-09-23 00:00,,413,26,25.8,,
47991,2020-09-23 00:00,,418,-11.7,-36.7,,
47991,2020-09-23 00:00,,426,-11.9,-25.9,,
47991,2020-09-23 00:00,,434,32,31.4,,
47991,2020-09-23 00:00,,443,-28.5,-29.1,,
47991,2020-09-23 00:00,,457,-66.1,,,
47991,2020-09-23 00:00,,468,-31.5,-32.1,,
47991,2020-09-23 00:00,,483,-6.1,-23.1,,
47991,2020-09-23 00:00,,492,-8.5,-11.6,,
47991,2020-09-23 00:00,5890,500,-4.5,-20.5,10,310
47991,2020-09-23 00:00,,525,30,29,,
47991,2020-09-23 00:00,,530,-10.5,-13.2,,
47991,2020-09-23 00:00,,534,-65.9,,,
47991,2020-09-23 00:00,,539,33,32,,
47991,2020-09-23 00:00,,549,-68.3,,,
47991,2020-09-23 00:00,,567,1.6,-12.4,,
47991,2020-09-23 00:00,,584,35,34.2,,
47991,2020-09-23 00:00,,612,-33.5,-33.9,,
47991,2020-09-23 00:00,,641,-4.5,-4.9,,
47991,2020-09-23 00:00,,654,-6.5,-8.2,,
47991,2020-09-23 00:00,,655,8.2,-8.8,,
47991,2020-09-23 00:00,,657,-68.7,,,
47991,2020-09-23 00:00,2168,700,11.2,-3.8,4,85
47991,2020-09-23 00:00,,733,-9.5,-9.7,,
47991,2020-09-23 00:00,,735,13.2,2.2,,
47991,2020-09-23 00:00,,751,-9.5,-11.4,,
47991,2020-09-23 00:00,,765,0,0,,
47991,2020-09-23 00:00,,766,-74.5,,,
47991,2020-09-23 00:00,,798,-.5,-.7,,
47991,2020-09-23 00:00,,805,-9.5,-11.6,,
47991,2020-09-23 00:00,,832,17.4,10.4,,
47991,2020-09-23 00:00,,834,-35.5,-35.7,,
47991,2020-09-23 00:00,1524,850,18.6,11.6,2,350
47991,2020-09-23 00:00,,871,-3.5,-3.7,,
47991,2020-09-23 00:00,,873,-6.5,-8.2,,
47991,2020-09-23 00:00,794,925,22.6,17.6,6,35
47991,2020-09-23 00:00,,977,-3.5,-3.7,,
47991,2020-09-23 00:00,107,1000,28.2,21.2,2,45
47991,2020-09-23 00:00,,1010,29.4,21.4,,
47991,2020-09-23 00:00,,1011,0,0,,
47991,2020-09-23 00:00,,1098,13,10.3,,
